faculty, name, id ,academicPoints, lectureHours, tutorialHours, labHours, projectHours, examA, examB, prequstite courses, linked courses
Materials Science and Engineering,Fundamentals of Materials Science and Engineering,314011,4,0,2,0,0,,,124115|124117|124120|125001,
Materials Science and Engineering,Biomedical Materials,314014,2,0,1,0,0,28.1.2019,27.2.2019,134058&314011|134128&314011,
Materials Science and Engineering,Principles and Learning Methods of Ma.En,314100,1,0,0,0,0,,,,
Materials Science and Engineering,Materials Processing,314309,2,0,1,0,0,8.2.2019,4.3.2019,314011|314533,
Materials Science and Engineering,Electroch., Corrosion and Protection,314532,2,0,1,0,0,8.2.2019,4.3.2019,314011|314200
Materials Science and Engineering,Introduction to Materials Engineering M1,314533,3,0,2,1,0,,,125001,
Materials Science and Engineering,Introduction to Materials Engineering,314535,2,0,1,0,0,17.2.2019,15.3.2019,125001,
Materials Science and Engineering,Advanced Materials Laboratory 1,315001,2,0,0,4,0,,,314006,
Materials Science and Engineering,Advanced Project in Materials Engineering,315014,4,0,0,0,8,,,315002,
Materials Science and Engineering,Physical Metallurgy,315037,2,0,2,0,0,4.2.2019,8.3.2019,314011,
Materials Science and Engineering,Optical Phenomena in Materials,315041,2,0,1,0,0,6.2.2019,15.3.2019,114217|116217|127427,
Materials Science and Engineering,Optical Materials,315044,2,0,1,0,0,19.2.2019,6.3.2019,114217&114245|124414&127427|114245&116217,
Materials Science and Engineering,Processes in Microelectronics Fabrication,315045,3,0,1,0,0,1.2.2019,11.3.2019,315030,
Materials Science and Engineering,Biomineralization and Bio. Materials,315049,2,0,0,0,0,12.2.2019,10.3.2019,314006&315003&315052,
Materials Science and Engineering,Transformation Kinetics in Materials,315052,2,0,1,0,0,1.2.2019,1.3.2019,315003&315051,
Materials Science and Engineering,Computer Analysis Methods for Materials,315058,2,0,0,0,0,4.2.2019,14.3.2019,234112|234127,
Materials Science and Engineering,From Functional Materials to Devices,315059,2,0,1,0,0,30.1.2019,1.3.2019,124400&127427&314006&315003|115203&116217&314006&315003,
Materials Science and Engineering,Composite Materials Engineering,315242,2,0,1,0,0,15.2.2019,8.3.2019,314003&314312&315008,
Materials Science and Engineering,Structure and Behavior of Polymers,315721,2,0,1,0,0,10.2.2019,7.3.2019,314312,
Materials Science and Engineering,Elements of Crystallography,316240,2,0,0,0,0,,,,
Materials Science and Engineering,Porous Polymers,318101,2,0,0,0,0,,,,
Materials Science and Engineering,Physical Fundamentals of Microstructure Evolution,318319,2,0,0,0,0,,,,
Materials Science and Engineering,Thermodynamics and Kinetics of Interfaces,318320,2,0,0,0,0,,,,
Materials Science and Engineering,Phase Transformations in Metals and Alloys,318336,2,0,0,0,0,,,,
Materials Science and Engineering,Analytical Scanning Electron Microscopy,318529,2,0,0,0,0,,,,
Humanities and Arts,On Leave,320000,0,0,0,0,0,,,,
Humanities and Arts,Physical Education1,320003,1,0,2,0,0,,,,
Humanities and Arts,Psychology 1R,320020,2,0,2,0,0,,,,
Humanities and Arts,Free Electives,320033,2,0,0,0,0,,,,
Humanities and Arts,Electives,320034,2,0,0,0,0,,,,
Humanities and Arts,Free Electives,320043,3,0,1,0,0,,,,
Humanities and Arts,Physical Modeling Amd Law 1,320095,2,0,0,0,2,,,,
Humanities and Arts,Students Exchange,320099,0,0,0,0,0,,,,
Humanities and Arts,Community Program 1,320101,1,0,0,0,0,,,,
Humanities and Arts,Community Program 2,320102,1,0,0,0,0,,,,
Humanities and Arts,General Research Lab,320200,3,0,0,9,0,,,,
Humanities and Arts,Advanced English - a,324032,0,0,0,0,0,,,,
Humanities and Arts,Technical English-Advanced B,324033,3,0,0,0,0,24.1.2019,,,
Humanities and Arts,Hebrew 3,324053,3,0,0,0,0,,,324055,
Humanities and Arts,Hebrew for Medicine - Beginners 2,324062,0,0,0,0,0,,,324061,
Humanities and Arts,Hebrew for Medicine-Intermediate Level 3,324063,0,0,0,0,0,,,324062,
Humanities and Arts,Hebrew for Medicine - Advances Level 4,324064,0,0,0,0,0,,,324063,
Humanities and Arts,Jazz Improvisation for Beginners,324227,1,0,1,0,0,,,,
Humanities and Arts,Inprovisation in a Jazz Combo,324228,1,0,1,0,0,,,,
Humanities and Arts,Communication by Theatrical Means,324235,1,0,1,0,0,,,,
Humanities and Arts,Exposure to Research at the Technion,324246,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Entrpreneurship and Design,324247,2,0,0,0,0,,,,
Humanities and Arts,A New Israel Order#a Multicultural Perspective on Israeli Society,324282,2,0,0,0,0,,,,
Humanities and Arts,Comparison of Education in China-Israel,324284,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Migration, Urbanization and Social Change in China,324285,2,0,0,0,0,20.2.2019,,
Humanities and Arts,History of Medicine and Medicinal Substances,324290,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,The Cairo Genizah and Its Historical Contribution,324291,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,Law, Equality and Social Justice,324292,2,0,0,0,0,20.2.2019,,
Humanities and Arts,Principal Insights,"Maimonids"" Philosophy",324293,2,0,0,0,0,24.2.2019,,
Humanities and Arts,Jewish Philosophy in the Middle Ages,324295,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Foundations of Chinese Art and Culture,324296,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Personage in Bible in Light of Our Times,324297,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,From the Bible to the New Israeli Law,324298,2,0,0,0,0,,,,
Humanities and Arts,Communicating in English,324385,3,0,0,0,0,,,,
Humanities and Arts,The Philosophy of the Life Sciences,324397,1,0,0,0,0,,,,
Humanities and Arts,From Destruction to Creativity,324426,2,0,0,0,0,24.2.2019,,,
Humanities and Arts,Psychology of Music,324432,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Israeli Labor Law,324442,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Psychological Warfare,324444,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Adjustment to Stressful Situations,324445,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Key Issues in Early Rabbinic Literature,324450,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Surveillance#Technology, Theory, Ethics,324452,2,0,0,0,0,21.2.2019,
Humanities and Arts,Love and Law in the Age of Tech.,324453,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Thought# Criticism and Creativity,324456,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Museology and Technology,324457,2,0,0,0,0,,,,
Humanities and Arts,Modernism in Theatre,324461,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,"Filming Berlin# from 1930""S Till Today",324462,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,History of the Middle-East,324463,2,0,0,0,0,,,,
Humanities and Arts,Chinese Society in Contemporary Chinese Cinema,324469,2,0,0,0,0,,,,
Humanities and Arts,Freehand Drawing Advanced Level,324482,2,0,2,0,0,,,,
Humanities and Arts,Drawing and Painting in Color,324495,2,0,0,0,0,,,,
Humanities and Arts,Workshop in Photography,324567,1,0,0,0,0,,,,
Humanities and Arts,German 1,324600,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Japanese for Beginners,324602,2,0,0,0,0,,,,
Humanities and Arts,German 2,324603,2,0,0,0,0,20.2.2019,,324600,
Humanities and Arts,German 4,324605,2,0,0,0,0,20.2.2019,,324604,
Humanities and Arts,French 1,324608,1,0,1,0,0,24.2.2019,,,
Humanities and Arts,Russian (Beginners) 1,324621,2,0,0,0,0,,,,
Humanities and Arts,Colloquial Arabic,324628,1,0,0,0,0,,,,
Humanities and Arts,Italian for Beginners 1,324630,1,0,0,0,0,,,,
Humanities and Arts,Spanish for Beginners,324675,1,0,0,0,0,,,,
Humanities and Arts,Intermediate Spanish,324679,1,0,0,0,0,,,,
Humanities and Arts,Chinese for Beginners,324692,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Entrepreneurship 1,324864,1,0,0,0,0,,,,
Humanities and Arts,Issues in Contemporary Israeli Society,324879,2,0,0,0,0,,,,
Humanities and Arts,Topics in History of the Jewish People,324881,2,0,0,0,0,,,,
Humanities and Arts,The Middle East in the Modern Age# Processes of Change,324904,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Philosophy and Science,324914,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,The Holy Land as Mirrored in Art,324917,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Photographic Pilgrimage of the Holy Land,324929,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,"The Sunni Shi""I Conflict in the Islam",324945,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,The Renaissance in Italy# An Artistic and Cultural Journey,324946,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,War and Film,324948,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Health and Illness-Cultural Aspects,324952,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Religion and Politics in Israel,324954,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Political Sociology,324958,2,0,0,0,0,,,,
Humanities and Arts,Archit.of Renowned Exhibition Pavilions,324963,2,0,0,0,0,,,,
Humanities and Arts,The Human Career,324965,2,0,0,0,0,20.2.2019,,,
Humanities and Arts,Observing the Musical Experience,324966,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,The Language of Music-Syntax of Tones,324973,2,0,0,0,0,26.2.2019,,,
Humanities and Arts,Communism#An Ideology and Practices,324983,2,0,0,0,0,22.2.2019,,,
Humanities and Arts,Contemporary Korea,324984,2,0,0,0,0,21.2.2019,,,
Humanities and Arts,Intelligence and National Security,324986,2,0,0,0,0,,,,
Humanities and Arts,A Brief History of Modern Physics,324987,2,0,0,0,0,,,,
Humanities and Arts,Color Theory and Application,324990,2,0,0,0,0,,,,
Humanities and Arts,Ethical Issues in the Personal and Public Space,324992,2,0,0,0,0,18.2.2019,,,
Humanities and Arts,Diplomacy and National Security in Asia,324993,2,0,0,0,0,25.2.2019,,,
Humanities and Arts,Academic Writing for Doctoral Candidates,328050,0,0,0,0,0,,,328011,
N\A,Vocal Training,394580,1,0,0,0,0,,,,
N\A,Technion Symphony Orchestra,394582,2,0,4,0,0,,,,
N\A,Choir 3,394587,2,0,0,0,0,,,,
N\A,Voice Development,394591,1,0,0,0,0,,,,
Bio-Medicine,Biomedical Engineering Project 1,334014,4,0,0,0,12,,,276011&334022&335010&335016,
Bio-Medicine,Advanced Lab. in Biomedical Engineering,334019,2,0,0,6,0,,,,
Bio-Medicine,Directions in Biomedical Engineering,334021,1,0,0,0,0,17.2.2019,15.3.2019,,
Bio-Medicine,Basic Bioelectrical Design,334022,3,0,1,0,1,5.2.2019,7.3.2019,44130,
Bio-Medicine,Laboratory in Bio-Medical Engineering 2,335002,2,0,0,4,0,8.2.2019,8.3.2019,335001,
Bio-Medicine,Laboratory in Bio-Medical Engineering 4,335004,2,0,0,4,0,8.2.2019,8.3.2019,335001,
Bio-Medicine,Advanced Topics in Biomedical Engineering3,336017,2,0,1,0,0,,,094423&104016&234112,
Bio-Medicine,Bio-Electrical Phenomena,336020,2,0,1,0,0,17.2.2019,14.3.2019,44130,
Bio-Medicine,Nano-Particles in Biology, Mechanics and Rheology,336021,2,0,1,0,0,1.2.2019,4.3.2019,134058&334009|134058&335009
Bio-Medicine,From Cells to Tissues,336022,2,0,1,0,0,31.1.2019,27.2.2019,134019&336004|134019&134113,
Bio-Medicine,Principles of Medical Imaging,336502,2,0,1,0,0,7.2.2019,10.3.2019,044130&104223,
Bio-Medicine,Heat Transfer in Biological Systems,336518,3,0,2,0,0,,,104223&274001&337403,
Bio-Medicine,Engineering Aspects of the Cardivascular System,336521,3,0,1,0,0,29.1.2019,1.3.2019,334009&336522,
Bio-Medicine,Medical Instrumentation, Standards and Safety,336523,2,0,1,0,0,11.2.2019,11.3.2019,
Bio-Medicine,Controlled Drug Delivery,336528,2,0,1,0,0,30.1.2019,15.3.2019,124708|124801|125801,337403
Bio-Medicine,Fundamentals of Biomdical Optics and Photonics,336533,3,0,2,0,0,28.1.2019,3.3.2019,114052|104223&114052,
Bio-Medicine,Bioengineering of Biomolecular Sensing,336538,2,0,1,0,0,,,114052&336004,
Bio-Medicine,Design of Virtual Medical Instrumentation,336540,2,0,1,0,0,,,334011,
Bio-Medicine,Computational Optical Imaging in Biomedical Engineering,336547,2,0,1,0,0,,,044198&114210|044198&336533,
Bio-Medicine,Transport Phenomena in Phys. Systems,337403,3,0,2,0,0,14.2.2019,11.3.2019,335009&336537|334009&336537336403,
Bio-Medicine,Control of Cellular Bioenergetics,338001,2,0,1,0,0,,,044130&336537,
Bio-Medicine,Bioimaterials,338401,2,0,0,0,0,,,124708|124801|125801336401,
Bio-Medicine,Advanced Seminar in Biomedical Engineering,338500,1,0,0,0,2,,,336500,
Nano-Science,Seminar Nano,648001,2,0,0,0,0,,,,
Nano-Science,Quantum Mechanics in Nanoscience and Nanotechnology,648010,2,0,1,0,0,,,104004&104006&114052&114054|104004&104006&114052&125001,
Nano-Science,Fundamentals of Bionanotechnology,648011,3,0,1,0,0,,,114052|125801|134058|134128,
N\A,Bio-Mass Energy,518006,2,0,0,0,0,,,,
N\A,Selected Topics in Energy 1,518009,2,0,0,0,0,,,,
N\A,Materials Standards in Natural Gas,518104,2,0,0,0,0,,,,
N\A,Produc. Storage, Transmission and Safety,518106,2,0,2,0,0,,,
N\A,Subsurface and Subsea Production,518113,2,0,0,0,0,,,,
N\A,Conditioning and Processing of Natural Gas,518114,2,0,0,0,0,1.2.2019,,,
N\A,Law and Economics of Natural Gas,518117,2,0,0,0,0,,,,
N\A,Environmental Control in Natural Gas and Petroleum Engineering,518120,2,0,0,0,0,,,,
N\A,Physical Education Courses,394800,1,0,2,0,0,,,,
N\A,Physical Education Courses,394801,1,0,2,0,0,,,,
N\A,Physical Education Courses,394802,1,0,2,0,0,,,,
N\A,Physical Education Courses,394803,1,0,2,0,0,,,,
N\A,Physical Education Courses,394804,1,0,2,0,0,,,,
N\A,Physical Education - Athletics,394805,1,0,2,0,0,,,,
N\A,Physical Education Courses,394806,1,0,2,0,0,,,,
N\A,Physical Education-for New Students,394808,1,0,2,0,0,,,,
N\A,Physical Education Courses,394820,1,0,2,0,0,,,,
N\A,Competition Teams,394902,1,0,4,0,0,,,,
